order_id,customer_id,order_date,payment_method,order_status
6885,473,2024-07-13,Credit Card,Shipped
6886,533,2025-07-12,Debit Card,Shipped
6887,321,2024-11-28,Cash,Delivered
6888,689,2025-01-04,UPI,Delivered
6889,13,2025-11-05,Net Banking,Delivered
6890,538,2025-02-02,UPI,Pending
6891,360,2024-09-27,Credit Card,Cancelled
6892,258,2025-07-11,Credit Card,Delivered
6893,25,2026-02-15,Cash,Delivered
6894,59,2025-09-18,Cash,Shipped
6895,974,2024-12-16,Cash,Delivered
6896,726,2024-10-12,UPI,Delivered
6897,877,2025-08-24,Cash,Shipped
6898,385,2026-03-22,Cash,Shipped
6899,918,2025-05-29,UPI,Shipped
6900,260,2024-06-01,Debit Card,Pending
6901,677,2025-05-07,UPI,Pending
6902,945,2025-12-24,Debit Card,Pending
6903,709,2025-03-08,Debit Card,Cancelled
6904,166,2025-02-01,UPI,Cancelled
6905,796,2025-10-30,UPI,Pending
6906,398,2025-01-14,Debit Card,Delivered
6907,265,2025-04-02,Debit Card,Shipped
6908,452,2024-05-27,UPI,Pending
6909,951,2024-08-10,Credit Card,Pending
6910,183,2025-04-13,Net Banking,Delivered
6911,148,2025-03-18,Cash,Pending
6912,224,2025-01-11,Cash,Delivered
6913,935,2026-04-30,Net Banking,Cancelled
6914,106,2025-01-25,UPI,Delivered
6915,73,2024-09-15,Cash,Cancelled
6916,796,2025-07-10,Net Banking,Delivered
6917,919,2025-07-16,Net Banking,Shipped
6918,669,2026-01-18,UPI,Delivered
6919,681,2025-12-29,Net Banking,Cancelled
6920,156,2025-09-22,Debit Card,Pending
6921,589,2026-05-06,UPI,Pending
6922,490,2024-08-22,Net Banking,Pending
6923,865,2025-03-19,UPI,Shipped
6924,4,2025-08-13,Net Banking,Pending
6925,125,2025-08-01,Cash,Cancelled
6926,342,2026-02-02,Debit Card,Pending
6927,57,2025-10-03,UPI,Cancelled
6928,548,2025-10-25,Debit Card,Delivered
6929,862,2025-03-23,Net Banking,Cancelled
6930,664,2026-01-21,Credit Card,Shipped
6931,568,2026-04-21,UPI,Pending
6932,677,2025-01-01,Credit Card,Cancelled
6933,713,2026-01-19,Net Banking,Delivered
6934,646,2026-01-01,Debit Card,Pending
6935,87,2024-11-20,Net Banking,Shipped
6936,144,2024-09-27,UPI,Shipped
6937,26,2024-09-05,Cash,Shipped
6938,501,2024-12-08,Net Banking,Delivered
6939,812,2025-07-22,Cash,Cancelled
6940,512,2026-02-15,Cash,Pending
6941,990,2024-05-17,UPI,Delivered
6942,348,2024-11-17,UPI,Cancelled
6943,807,2024-05-29,UPI,Pending
6944,122,2025-05-13,Credit Card,Pending
6945,963,2024-08-29,Cash,Shipped
6946,759,2026-04-04,Cash,Shipped
6947,948,2024-10-05,UPI,Delivered
6948,754,2025-04-05,Credit Card,Pending
6949,670,2026-04-25,UPI,Pending
6950,929,2026-02-14,Cash,Delivered
6951,249,2026-03-01,Credit Card,Delivered
6952,177,2025-03-31,UPI,Cancelled
6953,841,2025-09-30,UPI,Pending
6954,626,2026-03-14,Credit Card,Delivered
6955,838,2025-12-27,UPI,Delivered
6956,510,2026-02-16,Cash,Shipped
6957,65,2025-11-20,Credit Card,Pending
6958,346,2024-12-29,Net Banking,Cancelled
6959,124,2025-10-15,Cash,Shipped
6960,330,2026-03-16,Credit Card,Delivered
6961,608,2025-04-10,Credit Card,Cancelled
6962,65,2026-01-09,UPI,Cancelled
6963,145,2025-05-14,Net Banking,Shipped
6964,714,2025-06-11,Debit Card,Shipped
6965,450,2024-08-15,Credit Card,Delivered
6966,137,2025-04-22,UPI,Pending
6967,797,2024-07-21,Credit Card,Delivered
6968,901,2025-03-06,Net Banking,Delivered
6969,7,2024-09-01,UPI,Shipped
6970,949,2025-10-14,UPI,Cancelled
6971,427,2025-08-10,Net Banking,Shipped
6972,212,2024-09-17,Credit Card,Cancelled
6973,536,2025-03-06,Net Banking,Pending
6974,245,2026-01-29,Credit Card,Delivered
6975,611,2025-04-27,Credit Card,Pending
6976,627,2025-04-12,UPI,Cancelled
6977,357,2026-04-19,Net Banking,Delivered
6978,572,2025-09-05,Credit Card,Shipped
6979,121,2026-03-03,Cash,Delivered
6980,634,2026-01-29,Debit Card,Shipped
6981,476,2025-04-25,Credit Card,Cancelled
6982,55,2025-08-22,Credit Card,Delivered
6983,816,2025-08-04,Credit Card,Pending
6984,510,2025-09-26,Credit Card,Shipped
6985,687,2025-11-16,UPI,Delivered
6986,661,2026-01-03,Debit Card,Cancelled
6987,215,2025-04-23,Net Banking,Cancelled
6988,343,2024-10-16,Cash,Pending
6989,45,2025-09-14,UPI,Delivered
6990,948,2025-09-05,Cash,Shipped
6991,162,2025-04-16,UPI,Pending
6992,528,2025-04-28,UPI,Delivered
6993,917,2024-06-13,Credit Card,Pending
6994,607,2025-08-07,Cash,Cancelled
6995,430,2025-10-24,Credit Card,Cancelled
6996,236,2024-11-06,UPI,Cancelled
6997,234,2025-04-12,UPI,Shipped
6998,756,2025-12-13,Net Banking,Shipped
6999,385,2024-10-20,Credit Card,Delivered
7000,483,2025-06-13,Cash,Pending
